global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	std_dvars	dvars	framewise_displacement	rmsd	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27
234.9319175914985	n/a	n/a	55193.00590321864	488.66675342693975	n/a	n/a	238795.19590482552	194.55875285808656	n/a	37853.10831369401	n/a	195.0438432539817	n/a	n/a	n/a	n/a	-0.3089218633367068	n/a	0.0954327176474229	n/a	-0.088627226404327	n/a	0.0078547852601238	n/a	5.751894167577135	n/a	33.08428651500787	n/a	0.0127775655576845	n/a	0.0001632661815809	n/a	0.0009882750283123	n/a	9.766875315856774e-07	n/a	-0.0027194730204571	n/a	7.395533508994062e-06	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3203.8980489148894	2968.966131323391	8814759.888945382	10264962.707840636	6049.107520106247	5560.440766679307	30918501.51974916	36591701.78980595	2957.029990556538	2762.471237698452	8744026.365050798	7631247.339111215	2953.6131950613194	1.394618	670.025391	0.0	2.4429444937784884e-14	-0.3089218633367068	0.0	0.0954327176474229	0.0	-0.088627226404327	0.0	0.0078547852601238	0.0	5.751894167577135	0.0	33.08428651500787	0.0	0.0127775655576845	0.0	0.0001632661815809	0.0	0.0009882750283123	0.0	9.766875315856774e-07	0.0	-0.0027194730204571	0.0	7.395533508994062e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6760.379157700804	3556.481108785915	12648557.87715109	45702726.35587543	12321.408862273607	6272.30134216736	39341764.12695447	151817116.35131457	6341.91140394259	3384.8814133860524	40219840.25545708	11457422.18268636	6304.835813765217	1.793146	861.4926759999998	0.0	2.4429444937784884e-14	-0.3089218633367068	0.0	0.0954327176474229	0.0	-0.088627226404327	0.0	0.0078547852601238	0.0	5.751894167577135	0.0	33.08428651500787	0.0	0.0127775655576845	0.0	0.0001632661815809	0.0	0.0009882750283123	0.0	9.766875315856774e-07	0.0	-0.0027194730204571	0.0	7.395533508994062e-06	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10272.669991064377	3512.2908333635723	12336186.898129778	105527748.74531458	18510.45982150849	6189.050959234884	38304351.77600624	342637122.8036802	9916.396905543712	3574.485501601121	98334927.58827692	12776946.601156622	9847.3168813792	1.97693	949.789246	0.0	2.4429444937784884e-14	-0.3089218633367068	0.0	0.0954327176474229	0.0	-0.088627226404327	0.0	0.0078547852601238	0.0	5.751894167577135	0.0	33.08428651500787	0.0	0.0127775655576845	0.0	0.0001632661815809	0.0	0.0009882750283123	0.0	9.766875315856774e-07	0.0	-0.0027194730204571	0.0	7.395533508994062e-06	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12724.763006191031	2452.093015126655	6012760.154832928	161919593.56372783	22643.752406751024	4133.292585242532	17084107.595220897	512739523.0582428	12432.000842755571	2515.6039372118594	154554644.95427522	6328263.168915808	12317.913026434931	1.838669	883.363647	0.0	2.4429444937784884e-14	-0.3089218633367068	0.0	0.0954327176474229	0.0	-0.088627226404327	0.0	0.0078547852601238	0.0	5.751894167577135	0.0	33.08428651500787	0.0	0.0127775655576845	0.0	0.0001632661815809	0.0	0.0009882750283123	0.0	9.766875315856774e-07	0.0	-0.0027194730204571	0.0	7.395533508994062e-06	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13469.182838940911	744.4198327498798	554160.887391359	181418886.34882036	23660.90732521334	1017.1549184623144	1034604.1281520776	559838535.4523342	13297.450830211172	865.4499874556004	176822198.5818838	749003.6807868989	13161.486578323207	1.688933	811.424927	0.5137594793207735	0.2490648584931691	-0.3889519999185893	-0.0800301365818825	0.1512836582406703	0.0064048227613147	-0.1225399812871899	-0.0339127548828629	0.0150160470138648	0.0011500749437451	5.839865979893403	0.087971812316268	34.10403466311634	0.0077390397622086	0.0153435226290277	0.0025659570713431	0.0002354236866674	6.584135691976168e-06	0.0007827317397968	-0.0002055432885155	6.126689764853255e-07	4.224804345376607e-08	-0.0061848681713936	-0.0034653951509365	3.8252594297517616e-05	1.200896355213421e-05	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13635.579523841425	166.39668490051372	27687.85674588085	185929028.95100355	23179.286277556344	-481.6210476569941	231958.83354622053	537279312.3369118	13823.249329482836	525.7984992716647	191082222.0250477	276464.0618363348	13642.63054769141	1.503897	722.526978	1.1217870214155672	0.67069545323621	-0.5075706203584502	-0.1186186204398609	0.257627934651062	0.0140703771150557	-0.1013462646417622	0.0211937166454277	0.0102710653568381	0.0004491736252466	6.469564680744142	0.6296987008507386	41.855267158332055	0.396520453853108	0.0171206703525283	0.0017771477235005	0.0002931173533199	3.158254031143363e-06	-0.0003766120581076	-0.0011593437979044	1.418366423120423e-07	1.3440780417393984e-06	-0.0020758400232078	0.0041090281481858	4.30911180195136e-06	1.6884112322583227e-05	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13120.27421821926	-515.3053056221652	265539.55800235306	172141595.56126902	21449.77776520728	-1729.5085123490644	2991199.694287874	460092966.17678064	13754.986161968724	-68.26316751411287	189199644.31595108	4659.860039059834	13585.056670712816	1.296037	622.663452	1.333444575989176	0.7589199588416216	-0.4750539884153966	0.0325166319430536	0.2256762919093757	0.00105733135292	-0.2779014579493264	-0.1765551933075642	0.0772292203303612	0.0311717362838713	5.807868642543184	-0.661696038200958	33.731338169036405	0.4378416469708437	0.0142632600359128	-0.0028574103166154	0.000203440586852	8.164793717500686e-06	-0.0052757670308163	-0.0048991549727086	2.7833717763448235e-05	2.4001719446616376e-05	-0.00057887106178	0.0014969689614278	3.350917061663046e-07	2.2409160714782267e-06	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12402.31151523757	-717.9627029816893	515470.4428727734	153817330.92099443	19412.159271655943	-2037.6184935513372	4151889.125262422	376831927.58813775	13410.848023800909	-344.1381381678148	179850844.71748474	118431.05814160996	13224.482332666625	1.286322	617.995667	0.8338873951942736	0.4524553923718375	-0.3810573930777821	0.0939965953376145	0.1452047368192353	0.0088353599350632	-0.0396893334755361	0.2382121244737903	0.0015752431917323	0.0567450162463165	5.500918334698	-0.3069503078451836	30.26010252501662	0.094218491486253	0.0170274181507385	0.0027641581148257	0.00028993296888	7.640570083756768e-06	-0.004638419555337	0.0006373474754792	2.1514935971332693e-05	4.062118044998369e-07	-8.580930133129765e-05	0.0004930617604487	7.363236194965441e-09	2.431098996167735e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
11571.927504559228	-830.3840106783427	689537.6051902501	133909506.17077436	17143.831065099606	-2268.328206556336	5145312.852659085	293910943.5886743	13074.474366925968	-336.37365687494093	170941879.9714042	113147.23703942048	12896.350908208218	1.132072	543.888672	1.2512219011587145	0.7899198072183196	-0.3050006052023093	0.0760567878754727	0.0930253691737749	0.0057846349819346	0.0744274308557635	0.1141167643312996	0.0055394424637894	0.0130226359014453	4.728273536192958	-0.7726447985050422	22.356570633062663	0.5969799846568973	0.0152138815360527	-0.0018135366146857	0.000231462191393	3.288915052806031e-06	-0.0053040154446333	-0.0006655958892963	2.8132579836908584e-05	4.43017887848133e-07	0.0032031292036246	0.0032889385049558	1.0260036695112764e-05	1.0817116489381536e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
